book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
100,596,5349,385339607,9780385339600.0,John Grisham,1995.0,The Rainmaker,The Rainmaker,eng,3.91,137412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
101,782,58345,543898083,9780543898080.0,Kate Chopin,1899.0,The Awakening,The Awakening,eng,3.63,125474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
102,426,310612,802130208,9780802130200.0,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,A Confederacy of Dunces,eng,3.89,170776,https://images.gr-assets.com/books/1436747103m/310612.jpg,https://images.gr-assets.com/books/1436747103s/310612.jpg
103,397,343,140120831,9780140120840.0,"Patrick Süskind, John E. Woods",1985.0,Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,eng,4.0,178135,https://images.gr-assets.com/books/1409112276m/343.jpg,https://images.gr-assets.com/books/1409112276s/343.jpg
104,658,3805,1841156736,9781841156740.0,Jonathan Franzen,2001.0,The Corrections,The Corrections,eng,3.78,117657,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg
105,101,4137,349113912,9780349113910.0,David Sedaris,2000.0,Me Talk Pretty One Day,Me Talk Pretty One Day,eng,3.97,495736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
106,344,4138,316777730,9780316777740.0,David Sedaris,1997.0,Naked,Naked,en-US,4.08,201337,https://images.gr-assets.com/books/1394178867m/4138.jpg,https://images.gr-assets.com/books/1394178867s/4138.jpg
107,372,10176,965904830,9780965904830.0,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.08,191923,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg
108,943,4136,316191299,9780316191300.0,David Sedaris,1997.0,Holidays on Ice,Holidays on Ice,eng,3.95,82591,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg
109,1923,4143,316779423,9780316779420.0,David Sedaris,1994.0,Barrel Fever: Stories and Essays,Barrel Fever: Stories and Essays,en-US,3.78,44679,https://images.gr-assets.com/books/1453273003m/4143.jpg,https://images.gr-assets.com/books/1453273003s/4143.jpg
110,122,37442,60987103,9780060987110.0,"Gregory Maguire, Douglas Smith",1995.0,Wicked: The Life and Times of the Wicked Witch of the West,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,506900,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg
111,212,6867,038572179X,9780385721790.0,Ian McEwan,2001.0,Atonement,Atonement,eng,3.88,347006,https://images.gr-assets.com/books/1320449708m/6867.jpg,https://images.gr-assets.com/books/1320449708s/6867.jpg
112,1642,11334,140003342X,9781400033420.0,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756,https://images.gr-assets.com/books/1451448230m/11334.jpg,https://images.gr-assets.com/books/1451448230s/11334.jpg
113,317,13214,553279378,9780553279380.0,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,4.19,270859,https://images.gr-assets.com/books/1327957927m/13214.jpg,https://images.gr-assets.com/books/1327957927s/13214.jpg
114,9,960,1416524797,9781416524790.0,Dan Brown,2000.0,Angels & Demons ,"Angels & Demons  (Robert Langdon, #1)",en-CA,3.85,2001311,https://images.gr-assets.com/books/1303390735m/960.jpg,https://images.gr-assets.com/books/1303390735s/960.jpg
115,81,7445,074324754X,9780743247540.0,Jeannette Walls,2005.0,The Glass Castle,The Glass Castle,eng,4.24,621099,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg
116,60,1618,1400032717,9781400032720.0,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time,eng,3.85,867553,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg
117,494,29044,1400031702,9781400031700.0,Donna Tartt,1992.0,The Secret History,The Secret History,eng,4.07,168405,https://images.gr-assets.com/books/1451554846m/29044.jpg,https://images.gr-assets.com/books/1451554846s/29044.jpg
118,238,242006,031242227X,9780312422270.0,Augusten Burroughs,2002.0,Running with Scissors,Running with Scissors,en-US,3.7,293878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
119,570,285092,1573225517,9781573225520.0,Nick Hornby,1995.0,High Fidelity,High Fidelity,eng,3.94,134849,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg
120,795,4271,140285679,9780140285670.0,Nick Hornby,1998.0,About a Boy,About a Boy,en-US,3.79,101999,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg
121,2193,4268,3426615355,9783426615360.0,Nick Hornby,2001.0,How to Be Good,How to Be Good,,3.18,37497,https://images.gr-assets.com/books/1327935893m/4268.jpg,https://images.gr-assets.com/books/1327935893s/4268.jpg
122,3417,328854,375724834,9780375724830.0,Jonathan Lethem,1999.0,Motherless Brooklyn,Motherless Brooklyn,en-GB,3.91,23614,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
123,4139,16697,60790598,9780060790590.0,Michael Chabon,1988.0,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,eng,3.63,19778,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
124,1055,14836,99578514,9780099578510.0,Salman Rushdie,1981.0,Midnight's Children,Midnight's Children,eng,3.99,75502,https://images.gr-assets.com/books/1371063511m/14836.jpg,https://images.gr-assets.com/books/1371063511s/14836.jpg
125,181,168642,679745580,9780679745590.0,Truman Capote,1965.0,In Cold Blood,In Cold Blood,eng,4.05,381652,https://images.gr-assets.com/books/1424931136m/168642.jpg,https://images.gr-assets.com/books/1424931136s/168642.jpg
126,119,38447,038549081X,9780385490820.0,Margaret Atwood,1985.0,The Handmaid's Tale,The Handmaid's Tale,eng,4.06,607889,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg
127,4815,37739,330398059,9780330398050.0,Judy Blume,1974.0,Blubber,Blubber,en-GB,3.78,25402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
128,1221,22695,440243750,9780440243760.0,Judy Blume,1998.0,Summer Sisters,Summer Sisters,,3.83,73515,https://images.gr-assets.com/books/1167356646m/22695.jpg,https://images.gr-assets.com/books/1167356646s/22695.jpg
129,1301,1110,385340540,9780385340540.0,John Grisham,2005.0,The Broker,The Broker,eng,3.77,65428,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
130,1986,5345,385517238,9780385517230.0,John Grisham,2006.0,The Innocent Man,The Innocent Man: Murder and Injustice in a Small Town,eng,3.79,43793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
131,1037,5351,385339097,9780385339090.0,John Grisham,1998.0,The Street Lawyer,The Street Lawyer,eng,3.81,80577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
132,963,5350,385339100,9780385339100.0,John Grisham,1997.0,The Partner,The Partner,,3.89,86870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
133,1388,5346,385339682,9780385339680.0,John Grisham,2004.0,The Last Juror,The Last Juror,eng,3.85,63114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
134,7868,452235,044021145X,9780440211460.0,John Grisham,1991.0,The Firm,The Firm,eng,3.89,6962,https://images.gr-assets.com/books/1174886821m/452235.jpg,https://images.gr-assets.com/books/1174886821s/452235.jpg
135,1407,5356,385339658,9780385339650.0,John Grisham,2003.0,The King of Torts,The King of Torts,eng,3.67,61835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
136,227,5359,385339089,9780385339090.0,John Grisham,1993.0,The Client,The Client,eng,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
137,213,485894,553213695,9780553213690.0,"Franz Kafka, Stanley Corngold",1915.0,Die Verwandlung,The Metamorphosis,eng,3.78,364933,https://images.gr-assets.com/books/1359061917m/485894.jpg,https://images.gr-assets.com/books/1359061917s/485894.jpg
138,587,256566,60529709,9780060529700.0,Jonathan Safran Foer,2002.0,Everything Is Illuminated,Everything Is Illuminated,eng,3.9,131492,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg
139,664,251688,679745653,9780679745660.0,Truman Capote,1958.0,Breakfast at Tiffany's,Breakfast at Tiffany's,eng,3.89,129778,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg
140,407,5826,60838728,9780060838720.0,Ann Patchett,2001.0,Bel Canto,Bel Canto,eng,3.92,192330,https://images.gr-assets.com/books/1352997328m/5826.jpg,https://images.gr-assets.com/books/1352997328s/5826.jpg
141,1311,5191,316601950,9780316601960.0,Anita Shreve,1998.0,The Pilot's Wife,The Pilot's Wife,eng,3.5,71777,https://images.gr-assets.com/books/1435011220m/5191.jpg,https://images.gr-assets.com/books/1435011220s/5191.jpg
142,10,1885,679783261,9780679783270.0,Jane Austen,1813.0,Pride and Prejudice,Pride and Prejudice,eng,4.24,2035490,https://images.gr-assets.com/books/1320399351m/1885.jpg,https://images.gr-assets.com/books/1320399351s/1885.jpg
143,76,14935,141439661,9780141439660.0,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,Sense and Sensibility,Sense and Sensibility,eng,4.06,738894,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg
144,171,6969,141439580,9780141439590.0,"Jane Austen, Fiona Stafford",1815.0,Emma,Emma,eng,3.99,459826,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
145,94,320,60531045,9780060531040.0,"Gabriel García Márquez, Gregory Rabassa",1967.0,Cien años de soledad,One Hundred Years of Solitude,eng,4.04,490565,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg
146,2559,43945,99399016,9780099399020.0,"Philip Roth, Luca Marinelli",1969.0,Portnoy's Complaint,Portnoy's Complaint,,3.69,35855,https://images.gr-assets.com/books/1327929440m/43945.jpg,https://images.gr-assets.com/books/1327929440s/43945.jpg
147,522,49628,375507256,9780375507250.0,David Mitchell,2004.0,Cloud Atlas,Cloud Atlas,eng,4.01,152441,https://images.gr-assets.com/books/1406383769m/49628.jpg,https://images.gr-assets.com/books/1406383769s/49628.jpg
148,408,1842,739467352,9780739467350.0,Jared Diamond,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng,4.0,171558,https://images.gr-assets.com/books/1453215833m/1842.jpg,https://images.gr-assets.com/books/1453215833s/1842.jpg
149,516,3985,312282990,9780312283000.0,Michael Chabon,2000.0,The Amazing Adventures of Kavalier & Clay,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717,https://images.gr-assets.com/books/1479660066m/3985.jpg,https://images.gr-assets.com/books/1479660066s/3985.jpg
150,6944,86172,553381334,9780553381340.0,Tom Wolfe,1998.0,A Man in Full,A Man in Full,,3.8,12540,https://images.gr-assets.com/books/1320472513m/86172.jpg,https://images.gr-assets.com/books/1320472513s/86172.jpg
151,574,33313,60899220,9780060899230.0,Anthony Bourdain,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,4.0,134177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
152,3560,703,1400079497,9781400079490.0,Philip Roth,2004.0,The Plot Against America,The Plot Against America,eng,3.71,26262,https://images.gr-assets.com/books/1327711853m/703.jpg,https://images.gr-assets.com/books/1327711853s/703.jpg
153,233,9712,140003468X,9781400034680.0,"Gabriel García Márquez, Edith Grossman",1985.0,El amor en los tiempos del cólera,Love in the Time of Cholera,eng,3.89,283806,https://images.gr-assets.com/books/1327124987m/9712.jpg,https://images.gr-assets.com/books/1327124987s/9712.jpg
154,3703,11734,99282194,9780099282200.0,Philip Roth,2000.0,The Human Stain,"The Human Stain (The American Trilogy, #3)",eng,3.84,21724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
155,2079,11650,99771810,9780099771810.0,Philip Roth,1997.0,American Pastoral,"American Pastoral (The American Trilogy, #1)",eng,3.91,38017,https://images.gr-assets.com/books/1203002984m/11650.jpg,https://images.gr-assets.com/books/1203002984s/11650.jpg
156,1853,760,307278492,9780307278490.0,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,Memories of My Melancholy Whores,eng,3.59,33534,https://images.gr-assets.com/books/1327484658m/760.jpg,https://images.gr-assets.com/books/1327484658s/760.jpg
157,9606,31741,60751584,9780060751590.0,"Gabriel García Márquez, Gregory Rabassa",1972.0,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Innocent Erendira and Other Stories,,3.89,5497,https://images.gr-assets.com/books/1410129032m/31741.jpg,https://images.gr-assets.com/books/1410129032s/31741.jpg
158,7277,23887,60882867,9780060882860.0,"Gabriel García Márquez, Gregory Rabassa",1975.0,El otoño del patriarca,The Autumn of the Patriarch,eng,3.84,10576,https://images.gr-assets.com/books/1410136666m/23887.jpg,https://images.gr-assets.com/books/1410136666s/23887.jpg
159,115,2187,312422156,9780312422160.0,Jeffrey Eugenides,2002.0,Middlesex,Middlesex,en-US,3.98,488243,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg
160,177,7144,143058142,9780143058140.0,"Fyodor Dostoyevsky, David McDuff",1866.0,Преступление и наказание,Crime and Punishment,eng,4.18,380903,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
161,4,2657,61120081,9780061120080.0,Harper Lee,1960.0,To Kill a Mockingbird,To Kill a Mockingbird,eng,4.25,3198671,https://images.gr-assets.com/books/1361975680m/2657.jpg,https://images.gr-assets.com/books/1361975680s/2657.jpg
162,2903,35519,385418868,9780385418870.0,"Joseph Campbell, Bill Moyers",1988.0,The Power of Myth,The Power of Myth,en-GB,4.3,32337,https://images.gr-assets.com/books/1327878742m/35519.jpg,https://images.gr-assets.com/books/1327878742s/35519.jpg
163,230,2156,192802631,9780192802640.0,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817.0,Persuasion,Persuasion,eng,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
164,471,45032,141439807,9780141439810.0,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,Mansfield Park,eng,3.84,205064,https://images.gr-assets.com/books/1397063295m/45032.jpg,https://images.gr-assets.com/books/1397063295s/45032.jpg
165,483,5113,316769029,9780316769020.0,J.D. Salinger,1961.0,Franny and Zooey,Franny and Zooey,en-US,3.98,152906,https://images.gr-assets.com/books/1355037988m/5113.jpg,https://images.gr-assets.com/books/1355037988s/5113.jpg
166,2339,5114,316766941,9780316766940.0,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction","Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,4.11,36751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
167,709,4009,316767727,9780316767730.0,J.D. Salinger,1953.0,Nine Stories,Nine Stories,eng,4.19,105138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
168,167,4407,747263744,9780747263750.0,Neil Gaiman,2001.0,American Gods,"American Gods (American Gods, #1)",eng,4.11,378019,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg
169,361,18254,141439742,9780141439750.0,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng,3.85,230181,https://images.gr-assets.com/books/1327868529m/18254.jpg,https://images.gr-assets.com/books/1327868529s/18254.jpg
170,326,32234,316182540,9780316182550.0,Janet Fitch,1999.0,White Oleander,White Oleander,eng,3.93,245674,https://images.gr-assets.com/books/1501159524m/32234.jpg,https://images.gr-assets.com/books/1501159524s/32234.jpg
